"","State","Date","WindGustSpeed","WindCata"
"3770","Victoria","2010-12-05",52,"Safe"
"3771","Victoria","2010-12-06",61,"Safe"
"3772","Victoria","2010-12-07",67,"MinorHazard"
"3773","Victoria","2010-12-08",69,"MinorHazard"
"3774","Victoria","2010-12-09",57,"Safe"
"3775","Victoria","2010-12-10",72,"MinorHazard"
"3776","Victoria","2010-12-11",74,"MinorHazard"
"3777","Victoria","2010-12-12",69,"MinorHazard"
"3778","Victoria","2010-12-13",44,"Safe"
"3779","Victoria","2010-12-14",41,"Safe"
"3780","Victoria","2010-12-15",74,"MinorHazard"
"3781","Victoria","2010-12-16",57,"Safe"
"3782","Victoria","2010-12-17",72,"MinorHazard"
"3783","Victoria","2010-12-18",56,"Safe"
"3784","Victoria","2010-12-19",74,"MinorHazard"
"3785","Victoria","2010-12-20",67,"MinorHazard"
"3786","Victoria","2010-12-21",57,"Safe"
"3787","Victoria","2010-12-22",39,"Safe"
"3788","Victoria","2010-12-23",50,"Safe"
"3789","Victoria","2010-12-24",56,"Safe"
"3790","Victoria","2010-12-25",43,"Safe"
"3791","Victoria","2010-12-26",56,"Safe"
"3792","Victoria","2010-12-28",41,"Safe"
"3793","Victoria","2010-12-29",52,"Safe"
"3794","Victoria","2010-12-30",39,"Safe"
"3795","Victoria","2010-12-31",93,"Damaging"
"3796","Victoria","2011-01-01",65,"MinorHazard"
"3797","Victoria","2011-01-02",46,"Safe"
"3798","Victoria","2011-01-03",50,"Safe"
"3799","Victoria","2011-01-04",48,"Safe"
"3800","Victoria","2011-01-05",44,"Safe"
"3801","Victoria","2011-01-06",50,"Safe"
"3802","Victoria","2011-01-07",74,"MinorHazard"
"3803","Victoria","2011-01-08",63,"MinorHazard"
"3804","Victoria","2011-01-09",61,"Safe"
"3805","Victoria","2011-01-10",59,"Safe"
"3806","Victoria","2011-01-11",43,"Safe"
"3807","Victoria","2011-01-12",59,"Safe"
"3808","Victoria","2011-01-13",78,"MinorHazard"
"3809","Victoria","2011-01-15",39,"Safe"
"3810","Victoria","2011-01-16",43,"Safe"
"3811","Victoria","2011-01-17",57,"Safe"
"3812","Victoria","2011-01-18",37,"Safe"
"3813","Victoria","2011-01-19",41,"Safe"
"3814","Victoria","2011-01-20",48,"Safe"
"3815","Victoria","2011-01-21",56,"Safe"
"3816","Victoria","2011-01-22",57,"Safe"
"3817","Victoria","2011-01-23",35,"Safe"
"3818","Victoria","2011-01-24",56,"Safe"
"3819","Victoria","2011-01-26",54,"Safe"
"3820","Victoria","2011-01-27",48,"Safe"
"3821","Victoria","2011-01-28",43,"Safe"
"3822","Victoria","2011-01-29",35,"Safe"
"3823","Victoria","2011-01-30",61,"Safe"
"3824","Victoria","2011-01-31",43,"Safe"
"3825","Victoria","2011-02-01",76,"MinorHazard"
"3826","Victoria","2011-02-02",54,"Safe"
"3827","Victoria","2011-02-03",67,"MinorHazard"
"3828","Victoria","2011-02-04",61,"Safe"
"3829","Victoria","2011-02-05",54,"Safe"
"3830","Victoria","2011-02-06",61,"Safe"
"3831","Victoria","2011-02-08",46,"Safe"
"3832","Victoria","2011-02-09",52,"Safe"
"3833","Victoria","2011-02-10",56,"Safe"
"3834","Victoria","2011-02-12",44,"Safe"
"3835","Victoria","2011-02-13",46,"Safe"
"3836","Victoria","2011-02-14",54,"Safe"
"3837","Victoria","2011-02-15",48,"Safe"
"3838","Victoria","2011-02-16",48,"Safe"
"3839","Victoria","2011-02-17",37,"Safe"
"3840","Victoria","2011-02-19",74,"MinorHazard"
"3841","Victoria","2011-02-20",76,"MinorHazard"
"3842","Victoria","2011-02-21",54,"Safe"
"3843","Victoria","2011-02-22",50,"Safe"
"3844","Victoria","2011-02-23",50,"Safe"
"3845","Victoria","2011-02-24",41,"Safe"
"3846","Victoria","2011-02-28",37,"Safe"
"3847","Victoria","2011-03-01",65,"MinorHazard"
"3848","Victoria","2011-03-02",43,"Safe"
"3849","Victoria","2011-03-03",65,"MinorHazard"
"3850","Victoria","2011-03-04",52,"Safe"
"3851","Victoria","2011-03-05",57,"Safe"
"3852","Victoria","2011-03-06",59,"Safe"
"3853","Victoria","2011-03-07",80,"MinorHazard"
"3854","Victoria","2011-03-08",69,"MinorHazard"
"3855","Victoria","2011-03-09",43,"Safe"
"3856","Victoria","2011-03-10",43,"Safe"
"3857","Victoria","2011-03-11",41,"Safe"
"3858","Victoria","2011-03-13",57,"Safe"
"3859","Victoria","2011-03-14",48,"Safe"
"3860","Victoria","2011-03-15",43,"Safe"
"3861","Victoria","2011-03-16",50,"Safe"
"3862","Victoria","2011-03-17",46,"Safe"
"3863","Victoria","2011-03-18",52,"Safe"
"3864","Victoria","2011-03-19",52,"Safe"
"3865","Victoria","2011-03-20",46,"Safe"
"3866","Victoria","2011-03-21",54,"Safe"
"3867","Victoria","2011-03-22",70,"MinorHazard"
"3868","Victoria","2011-03-23",52,"Safe"
"3869","Victoria","2011-03-25",61,"Safe"
"3870","Victoria","2011-03-26",44,"Safe"
"3871","Victoria","2011-03-27",44,"Safe"
"3872","Victoria","2011-03-28",31,"Safe"
"3873","Victoria","2011-03-29",44,"Safe"
"3874","Victoria","2011-03-30",67,"MinorHazard"
"3875","Victoria","2011-03-31",48,"Safe"
"3876","Victoria","2011-05-01",48,"Safe"
"3877","Victoria","2011-05-02",48,"Safe"
"3878","Victoria","2011-05-03",35,"Safe"
"3879","Victoria","2011-05-04",57,"Safe"
"3880","Victoria","2011-05-05",44,"Safe"
"3881","Victoria","2011-05-06",46,"Safe"
"3882","Victoria","2011-05-07",33,"Safe"
"3883","Victoria","2011-05-08",48,"Safe"
"3884","Victoria","2011-05-09",56,"Safe"
"3885","Victoria","2011-05-10",48,"Safe"
"3886","Victoria","2011-05-11",59,"Safe"
"3887","Victoria","2011-05-12",48,"Safe"
"3888","Victoria","2011-05-13",65,"MinorHazard"
"3889","Victoria","2011-05-14",54,"Safe"
"3890","Victoria","2011-05-15",48,"Safe"
"3891","Victoria","2011-05-16",56,"Safe"
"3892","Victoria","2011-05-17",28,"Safe"
"3893","Victoria","2011-05-18",48,"Safe"
"3894","Victoria","2011-05-19",52,"Safe"
"3895","Victoria","2011-05-20",50,"Safe"
"3896","Victoria","2011-05-21",63,"MinorHazard"
"3897","Victoria","2011-05-22",67,"MinorHazard"
"3898","Victoria","2011-05-23",57,"Safe"
"3899","Victoria","2011-05-24",52,"Safe"
"3900","Victoria","2011-05-25",41,"Safe"
"3901","Victoria","2011-05-26",39,"Safe"
"3902","Victoria","2011-05-27",46,"Safe"
"3903","Victoria","2011-05-28",20,"Safe"
"3904","Victoria","2011-05-29",20,"Safe"
"3905","Victoria","2011-05-30",37,"Safe"
"3906","Victoria","2011-05-31",43,"Safe"
"3907","Victoria","2011-06-01",31,"Safe"
"3908","Victoria","2011-06-02",50,"Safe"
"3909","Victoria","2011-06-03",67,"MinorHazard"
"3910","Victoria","2011-06-04",52,"Safe"
"3911","Victoria","2011-06-05",67,"MinorHazard"
"3912","Victoria","2011-06-06",46,"Safe"
"3913","Victoria","2011-06-07",69,"MinorHazard"
"3914","Victoria","2011-06-08",72,"MinorHazard"
"3915","Victoria","2011-06-09",48,"Safe"
"3916","Victoria","2011-06-10",43,"Safe"
"3917","Victoria","2011-06-11",44,"Safe"
"3918","Victoria","2011-06-12",35,"Safe"
"3919","Victoria","2011-06-13",37,"Safe"
"3920","Victoria","2011-06-14",44,"Safe"
"3921","Victoria","2011-06-15",50,"Safe"
"3922","Victoria","2011-06-16",48,"Safe"
"3923","Victoria","2011-06-17",63,"MinorHazard"
"3924","Victoria","2011-06-18",59,"Safe"
"3925","Victoria","2011-06-19",57,"Safe"
"3926","Victoria","2011-06-20",85,"MinorHazard"
"3927","Victoria","2011-06-21",80,"MinorHazard"
"3928","Victoria","2011-06-22",69,"MinorHazard"
"3929","Victoria","2011-06-23",67,"MinorHazard"
"3930","Victoria","2011-06-24",44,"Safe"
"3931","Victoria","2011-06-25",61,"Safe"
"3932","Victoria","2011-06-26",59,"Safe"
"3933","Victoria","2011-06-27",43,"Safe"
"3934","Victoria","2011-06-28",24,"Safe"
"3935","Victoria","2011-06-29",39,"Safe"
"3936","Victoria","2011-06-30",63,"MinorHazard"
"3937","Victoria","2011-07-01",65,"MinorHazard"
"3938","Victoria","2011-07-02",61,"Safe"
"3939","Victoria","2011-07-03",72,"MinorHazard"
"3940","Victoria","2011-07-04",80,"MinorHazard"
"3941","Victoria","2011-07-05",98,"Damaging"
"3942","Victoria","2011-07-06",59,"Safe"
"3943","Victoria","2011-07-07",56,"Safe"
"3944","Victoria","2011-07-08",87,"MinorHazard"
"3945","Victoria","2011-07-09",81,"MinorHazard"
"3946","Victoria","2011-07-10",85,"MinorHazard"
"3947","Victoria","2011-07-11",59,"Safe"
"3948","Victoria","2011-07-12",70,"MinorHazard"
"3949","Victoria","2011-07-13",72,"MinorHazard"
"3950","Victoria","2011-07-14",31,"Safe"
"3951","Victoria","2011-07-15",31,"Safe"
"3952","Victoria","2011-07-16",59,"Safe"
"3953","Victoria","2011-07-17",57,"Safe"
"3954","Victoria","2011-07-18",46,"Safe"
"3955","Victoria","2011-07-19",48,"Safe"
"3956","Victoria","2011-07-20",74,"MinorHazard"
"3957","Victoria","2011-07-21",56,"Safe"
"3958","Victoria","2011-07-22",48,"Safe"
"3959","Victoria","2011-07-23",31,"Safe"
"3960","Victoria","2011-07-24",46,"Safe"
"3961","Victoria","2011-07-25",39,"Safe"
"3962","Victoria","2011-07-26",50,"Safe"
"3963","Victoria","2011-07-27",39,"Safe"
"3964","Victoria","2011-07-28",61,"Safe"
"3965","Victoria","2011-07-29",63,"MinorHazard"
"3966","Victoria","2011-07-30",67,"MinorHazard"
"3967","Victoria","2011-07-31",54,"Safe"
"3968","Victoria","2011-08-01",65,"MinorHazard"
"3969","Victoria","2011-08-02",65,"MinorHazard"
"3970","Victoria","2011-08-03",72,"MinorHazard"
"3971","Victoria","2011-08-04",61,"Safe"
"3972","Victoria","2011-08-05",46,"Safe"
"3973","Victoria","2011-08-06",48,"Safe"
"3974","Victoria","2011-08-07",35,"Safe"
"3975","Victoria","2011-08-08",48,"Safe"
"3976","Victoria","2011-08-09",41,"Safe"
"3977","Victoria","2011-08-10",63,"MinorHazard"
"3978","Victoria","2011-08-11",54,"Safe"
"3979","Victoria","2011-08-12",35,"Safe"
"3980","Victoria","2011-08-13",26,"Safe"
"3981","Victoria","2011-08-14",30,"Safe"
"3982","Victoria","2011-08-15",78,"MinorHazard"
"3983","Victoria","2011-08-16",59,"Safe"
"3984","Victoria","2011-08-17",80,"MinorHazard"
"3985","Victoria","2011-08-18",74,"MinorHazard"
"3986","Victoria","2011-08-19",39,"Safe"
"3987","Victoria","2011-08-20",35,"Safe"
"3988","Victoria","2011-08-21",39,"Safe"
"3989","Victoria","2011-08-22",35,"Safe"
"3990","Victoria","2011-08-23",48,"Safe"
"3991","Victoria","2011-08-24",46,"Safe"
"3992","Victoria","2011-08-25",78,"MinorHazard"
"3993","Victoria","2011-08-26",56,"Safe"
"3994","Victoria","2011-08-27",43,"Safe"
"3995","Victoria","2011-08-28",57,"Safe"
"3996","Victoria","2011-08-29",54,"Safe"
"3997","Victoria","2011-08-30",39,"Safe"
"3998","Victoria","2011-08-31",43,"Safe"
"3999","Victoria","2011-09-01",31,"Safe"
"4000","Victoria","2011-09-02",54,"Safe"
"4001","Victoria","2011-09-03",85,"MinorHazard"
"4002","Victoria","2011-09-04",80,"MinorHazard"
"4003","Victoria","2011-09-05",46,"Safe"
"4004","Victoria","2011-09-06",78,"MinorHazard"
"4005","Victoria","2011-09-07",46,"Safe"
"4006","Victoria","2011-09-08",37,"Safe"
"4007","Victoria","2011-09-09",67,"MinorHazard"
"4008","Victoria","2011-09-10",61,"Safe"
"4009","Victoria","2011-09-11",59,"Safe"
"4010","Victoria","2011-09-12",48,"Safe"
"4011","Victoria","2011-09-13",59,"Safe"
"4012","Victoria","2011-09-14",67,"MinorHazard"
"4013","Victoria","2011-09-15",43,"Safe"
"4014","Victoria","2011-09-16",67,"MinorHazard"
"4015","Victoria","2011-09-17",74,"MinorHazard"
"4016","Victoria","2011-09-18",37,"Safe"
"4017","Victoria","2011-09-19",115,"Damaging"
"4018","Victoria","2011-09-20",65,"MinorHazard"
"4019","Victoria","2011-09-21",74,"MinorHazard"
"4020","Victoria","2011-09-22",81,"MinorHazard"
"4021","Victoria","2011-09-23",93,"Damaging"
"4022","Victoria","2011-09-24",54,"Safe"
"4023","Victoria","2011-09-25",52,"Safe"
"4024","Victoria","2011-09-26",61,"Safe"
"4025","Victoria","2011-09-27",76,"MinorHazard"
"4026","Victoria","2011-09-28",65,"MinorHazard"
"4027","Victoria","2011-09-29",83,"MinorHazard"
"4028","Victoria","2011-09-30",59,"Safe"
"4029","Victoria","2011-10-01",65,"MinorHazard"
"4030","Victoria","2011-10-02",50,"Safe"
"4031","Victoria","2011-10-03",43,"Safe"
"4032","Victoria","2011-10-04",37,"Safe"
"4033","Victoria","2011-10-05",52,"Safe"
"4034","Victoria","2011-10-06",50,"Safe"
"4035","Victoria","2011-10-07",35,"Safe"
"4036","Victoria","2011-10-08",41,"Safe"
"4037","Victoria","2011-10-09",65,"MinorHazard"
"4038","Victoria","2011-10-10",69,"MinorHazard"
"4039","Victoria","2011-10-11",63,"MinorHazard"
"4040","Victoria","2011-10-12",35,"Safe"
"4041","Victoria","2011-10-13",37,"Safe"
"4042","Victoria","2011-10-14",54,"Safe"
"4043","Victoria","2011-10-15",69,"MinorHazard"
"4044","Victoria","2011-10-16",80,"MinorHazard"
"4045","Victoria","2011-10-17",37,"Safe"
"4046","Victoria","2011-10-18",67,"MinorHazard"
"4047","Victoria","2011-10-19",61,"Safe"
"4048","Victoria","2011-10-20",70,"MinorHazard"
"4049","Victoria","2011-10-21",30,"Safe"
"4050","Victoria","2011-10-22",61,"Safe"
"4051","Victoria","2011-10-23",46,"Safe"
"4052","Victoria","2011-10-24",56,"Safe"
"4053","Victoria","2011-10-25",57,"Safe"
"4054","Victoria","2011-10-26",48,"Safe"
"4055","Victoria","2011-10-28",80,"MinorHazard"
"4056","Victoria","2011-10-29",50,"Safe"
"4057","Victoria","2011-10-30",61,"Safe"
"4058","Victoria","2011-10-31",46,"Safe"
"4059","Victoria","2011-11-01",57,"Safe"
"4060","Victoria","2011-11-02",48,"Safe"
"4061","Victoria","2011-11-03",44,"Safe"
"4062","Victoria","2011-11-04",33,"Safe"
"4063","Victoria","2011-11-05",39,"Safe"
"4064","Victoria","2011-11-06",63,"MinorHazard"
"4065","Victoria","2011-11-07",50,"Safe"
"4066","Victoria","2011-11-08",61,"Safe"
"4067","Victoria","2011-11-09",78,"MinorHazard"
"4068","Victoria","2011-11-10",59,"Safe"
"4069","Victoria","2011-11-13",50,"Safe"
"4070","Victoria","2011-11-14",69,"MinorHazard"
"4071","Victoria","2011-11-15",65,"MinorHazard"
"4072","Victoria","2011-11-16",48,"Safe"
"4073","Victoria","2011-11-17",41,"Safe"
"4074","Victoria","2011-11-18",93,"Damaging"
"4075","Victoria","2011-11-19",59,"Safe"
"4076","Victoria","2011-11-20",69,"MinorHazard"
"4077","Victoria","2011-11-21",54,"Safe"
"4078","Victoria","2011-11-22",52,"Safe"
"4079","Victoria","2011-11-23",54,"Safe"
"4080","Victoria","2011-11-24",54,"Safe"
"4081","Victoria","2011-11-25",48,"Safe"
"4082","Victoria","2011-11-26",50,"Safe"
"4083","Victoria","2011-11-27",70,"MinorHazard"
"4084","Victoria","2011-11-28",46,"Safe"
"4085","Victoria","2011-11-29",85,"MinorHazard"
"4086","Victoria","2011-11-30",76,"MinorHazard"
"4087","Victoria","2011-12-01",50,"Safe"
"4088","Victoria","2011-12-02",48,"Safe"
"4089","Victoria","2011-12-03",50,"Safe"
"4090","Victoria","2011-12-04",57,"Safe"
"4091","Victoria","2011-12-05",65,"MinorHazard"
"4092","Victoria","2011-12-06",50,"Safe"
"4093","Victoria","2011-12-08",65,"MinorHazard"
"4094","Victoria","2011-12-09",69,"MinorHazard"
"4095","Victoria","2011-12-10",59,"Safe"
"4096","Victoria","2011-12-11",46,"Safe"
"4097","Victoria","2011-12-12",48,"Safe"
"4098","Victoria","2011-12-13",50,"Safe"
"4099","Victoria","2011-12-14",46,"Safe"
"4100","Victoria","2011-12-15",52,"Safe"
"4101","Victoria","2011-12-16",52,"Safe"
"4102","Victoria","2011-12-17",74,"MinorHazard"
"4103","Victoria","2011-12-18",78,"MinorHazard"
"4104","Victoria","2011-12-19",46,"Safe"
"4105","Victoria","2011-12-20",46,"Safe"
"4106","Victoria","2011-12-21",48,"Safe"
"4107","Victoria","2011-12-22",46,"Safe"
"4108","Victoria","2011-12-23",41,"Safe"
"4109","Victoria","2011-12-24",43,"Safe"
"4110","Victoria","2011-12-25",100,"Damaging"
"4111","Victoria","2011-12-26",52,"Safe"
"4112","Victoria","2011-12-27",50,"Safe"
"4113","Victoria","2011-12-30",52,"Safe"
"4114","Victoria","2011-12-31",65,"MinorHazard"
"4115","Victoria","2012-01-01",52,"Safe"
"4116","Victoria","2012-01-02",69,"MinorHazard"
"4117","Victoria","2012-01-03",52,"Safe"
"4118","Victoria","2012-01-04",61,"Safe"
"4119","Victoria","2012-01-05",50,"Safe"
"4120","Victoria","2012-01-06",50,"Safe"
"4121","Victoria","2012-01-07",70,"MinorHazard"
"4122","Victoria","2012-01-08",72,"MinorHazard"
"4123","Victoria","2012-01-09",61,"Safe"
"4124","Victoria","2012-01-10",67,"MinorHazard"
"4125","Victoria","2012-01-11",74,"MinorHazard"
"4126","Victoria","2012-01-12",52,"Safe"
"4127","Victoria","2012-01-13",50,"Safe"
"4128","Victoria","2012-01-14",56,"Safe"
"4129","Victoria","2012-01-15",50,"Safe"
"4130","Victoria","2012-01-16",74,"MinorHazard"
"4131","Victoria","2012-01-17",76,"MinorHazard"
"4132","Victoria","2012-01-18",61,"Safe"
"4133","Victoria","2012-01-19",50,"Safe"
"4134","Victoria","2012-01-20",48,"Safe"
"4135","Victoria","2012-01-21",61,"Safe"
"4136","Victoria","2012-01-22",54,"Safe"
"4137","Victoria","2012-01-23",56,"Safe"
"4138","Victoria","2012-01-24",67,"MinorHazard"
"4139","Victoria","2012-01-25",50,"Safe"
"4140","Victoria","2012-01-27",65,"MinorHazard"
"4141","Victoria","2012-01-28",48,"Safe"
"4142","Victoria","2012-01-29",59,"Safe"
"4143","Victoria","2012-01-30",74,"MinorHazard"
"4144","Victoria","2012-01-31",59,"Safe"
"4145","Victoria","2012-02-01",61,"Safe"
"4146","Victoria","2012-02-02",52,"Safe"
"4147","Victoria","2012-02-03",41,"Safe"
"4148","Victoria","2012-02-04",50,"Safe"
"4149","Victoria","2012-02-05",98,"Damaging"
"4150","Victoria","2012-02-06",57,"Safe"
"4151","Victoria","2012-02-07",44,"Safe"
"4152","Victoria","2012-02-08",48,"Safe"
"4153","Victoria","2012-02-09",50,"Safe"
"4154","Victoria","2012-02-10",57,"Safe"
"4155","Victoria","2012-02-11",48,"Safe"
"4156","Victoria","2012-02-12",50,"Safe"
"4157","Victoria","2012-02-13",46,"Safe"
"4158","Victoria","2012-02-14",52,"Safe"
"4159","Victoria","2012-02-15",61,"Safe"
"4160","Victoria","2012-02-16",56,"Safe"
"4161","Victoria","2012-02-17",48,"Safe"
"4162","Victoria","2012-02-18",48,"Safe"
"4163","Victoria","2012-02-19",46,"Safe"
"4164","Victoria","2012-02-20",43,"Safe"
"4165","Victoria","2012-02-21",39,"Safe"
"4166","Victoria","2012-02-22",39,"Safe"
"4167","Victoria","2012-02-23",50,"Safe"
"4168","Victoria","2012-02-24",44,"Safe"
"4169","Victoria","2012-02-25",61,"Safe"
"4170","Victoria","2012-02-26",98,"Damaging"
"4171","Victoria","2012-02-27",89,"MinorHazard"
"4172","Victoria","2012-02-28",43,"Safe"
"4173","Victoria","2012-02-29",63,"MinorHazard"
"4174","Victoria","2012-03-01",72,"MinorHazard"
"4175","Victoria","2012-03-02",70,"MinorHazard"
"4176","Victoria","2012-03-03",57,"Safe"
"4177","Victoria","2012-03-05",50,"Safe"
"4178","Victoria","2012-03-06",48,"Safe"
"4179","Victoria","2012-03-07",63,"MinorHazard"
"4180","Victoria","2012-03-08",57,"Safe"
"4181","Victoria","2012-03-09",46,"Safe"
"4182","Victoria","2012-03-10",52,"Safe"
"4183","Victoria","2012-03-11",35,"Safe"
"4184","Victoria","2012-03-12",43,"Safe"
"4185","Victoria","2012-03-13",50,"Safe"
"4186","Victoria","2012-03-14",70,"MinorHazard"
"4187","Victoria","2012-03-15",69,"MinorHazard"
"4188","Victoria","2012-03-16",59,"Safe"
"4189","Victoria","2012-03-17",39,"Safe"
"4190","Victoria","2012-03-18",41,"Safe"
"4191","Victoria","2012-03-19",52,"Safe"
"4192","Victoria","2012-03-20",69,"MinorHazard"
"4193","Victoria","2012-03-21",74,"MinorHazard"
"4194","Victoria","2012-03-22",56,"Safe"
"4195","Victoria","2012-03-23",91,"Damaging"
"4196","Victoria","2012-03-24",59,"Safe"
"4197","Victoria","2012-03-25",35,"Safe"
"4198","Victoria","2012-03-26",43,"Safe"
"4199","Victoria","2012-03-27",35,"Safe"
"4200","Victoria","2012-03-28",31,"Safe"
"4201","Victoria","2012-03-29",59,"Safe"
"4202","Victoria","2012-03-30",50,"Safe"
"4203","Victoria","2012-03-31",72,"MinorHazard"
"4204","Victoria","2012-04-01",33,"Safe"
"4205","Victoria","2012-04-02",63,"MinorHazard"
"4206","Victoria","2012-04-03",61,"Safe"
"4207","Victoria","2012-04-04",50,"Safe"
"4208","Victoria","2012-04-05",28,"Safe"
"4209","Victoria","2012-04-06",94,"Damaging"
"4210","Victoria","2012-04-07",94,"Damaging"
"4211","Victoria","2012-04-08",61,"Safe"
"4212","Victoria","2012-04-09",67,"MinorHazard"
"4213","Victoria","2012-04-10",50,"Safe"
"4214","Victoria","2012-04-11",52,"Safe"
"4215","Victoria","2012-04-12",35,"Safe"
"4216","Victoria","2012-04-13",44,"Safe"
"4217","Victoria","2012-04-14",57,"Safe"
"4218","Victoria","2012-04-15",54,"Safe"
"4219","Victoria","2012-04-16",50,"Safe"
"4220","Victoria","2012-04-17",44,"Safe"
"4221","Victoria","2012-04-18",46,"Safe"
"4222","Victoria","2012-04-19",43,"Safe"
"4223","Victoria","2012-04-20",33,"Safe"
"4224","Victoria","2012-04-21",54,"Safe"
"4225","Victoria","2012-04-22",63,"MinorHazard"
"4226","Victoria","2012-04-23",72,"MinorHazard"
"4227","Victoria","2012-04-24",54,"Safe"
"4228","Victoria","2012-04-25",54,"Safe"
"4229","Victoria","2012-04-26",50,"Safe"
"4230","Victoria","2012-04-27",39,"Safe"
"4231","Victoria","2012-04-28",59,"Safe"
"4232","Victoria","2012-04-29",50,"Safe"
"4233","Victoria","2012-04-30",52,"Safe"
"4234","Victoria","2012-05-01",61,"Safe"
"4235","Victoria","2012-05-02",50,"Safe"
"4236","Victoria","2012-05-03",48,"Safe"
"4237","Victoria","2012-05-04",48,"Safe"
"4238","Victoria","2012-05-05",37,"Safe"
"4239","Victoria","2012-05-06",48,"Safe"
"4240","Victoria","2012-05-07",69,"MinorHazard"
"4241","Victoria","2012-05-08",72,"MinorHazard"
"4242","Victoria","2012-05-09",63,"MinorHazard"
"4243","Victoria","2012-05-10",54,"Safe"
"4244","Victoria","2012-05-11",72,"MinorHazard"
"4245","Victoria","2012-05-12",65,"MinorHazard"
"4246","Victoria","2012-05-13",59,"Safe"
"4247","Victoria","2012-05-14",41,"Safe"
"4248","Victoria","2012-05-15",37,"Safe"
"4249","Victoria","2012-05-16",35,"Safe"
"4250","Victoria","2012-05-17",48,"Safe"
"4251","Victoria","2012-05-18",59,"Safe"
"4252","Victoria","2012-05-19",39,"Safe"
"4253","Victoria","2012-05-20",48,"Safe"
"4254","Victoria","2012-05-21",54,"Safe"
"4255","Victoria","2012-05-22",61,"Safe"
